function, code1, hexcode1, code2, hexcode2
"RECOMEND","sendir,1:1,1,38000,1,1,171,171,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,20,20,20,20,64,20,20,20,64,20,64,20,20,20,20,20,64,20,64,20,20,20,64,20,20,20,20,20,1777","0000 006D 0000 0022 00AB 00AB 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0014 0014 0014 0014 0040 0014 0014 0014 0040 0014 0040 0014 0014 0014 0014 0014 0040 0014 0040 0014 0014 0014 0040 0014 0014 0014 0014 0014 06F1",,

"RECOMENDED/SECOND PRESS","sendir,1:1,1,38000,1,1,172,171,21,65,21,65,21,65,21,22,21,22,21,22,21,22,21,22,21,65,21,65,21,65,21,22,21,22,21,22,21,22,21,22,21,65,21,22,21,65,21,22,21,65,21,65,21,22,21,65,21,22,21,65,21,22,21,65,21,22,21,22,21,65,21,22,21,1673","0000 006D 0000 0022 00AC 00AB 0015 0041 0015 0041 0015 0041 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0041 0015 0041 0015 0041 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0041 0015 0016 0015 0041 0015 0016 0015 0041 0015 0041 0015 0016 0015 0041 0015 0016 0015 0041 0015 0016 0015 0041 0015 0016 0015 0016 0015 0041 0015 0016 0015 0689",,

"RECORD","sendir,1:1,1,38000,1,1,171,171,21,65,21,65,21,65,21,21,21,21,21,21,21,21,21,21,21,65,21,65,21,65,21,21,21,21,21,21,21,21,21,21,21,65,21,21,21,21,21,65,21,21,21,21,21,65,21,21,21,21,21,65,21,65,21,21,21,65,21,65,21,21,21,65,21,1792","0000 006D 0000 0022 00AB 00AB 0015 0041 0015 0041 0015 0041 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0041 0015 0041 0015 0041 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0041 0015 0015 0015 0015 0015 0041 0015 0015 0015 0015 0015 0041 0015 0015 0015 0015 0015 0041 0015 0041 0015 0015 0015 0041 0015 0041 0015 0015 0015 0041 0015 0700",,

"RETURN","sendir,1:1,1,38000,1,1,170,170,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,20,20,63,20,20,20,63,20,63,20,63,20,20,20,20,20,63,20,20,20,63,20,1802","0000 006D 0000 0022 00AA 00AA 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 0014 0014 003F 0014 0014 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 003F 0014 0014 0014 003F 0014 070A",,

"REVERSE/PREVIOUS","sendir,1:1,1,38000,1,1,171,171,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,20,20,64,20,20,20,20,20,20,20,64,20,20,20,20,20,64,20,20,20,64,20,64,20,64,20,20,20,64,20,1779","0000 006D 0000 0022 00AB 00AB 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0014 0014 0040 0014 0014 0014 0014 0014 0014 0014 0040 0014 0014 0014 0014 0014 0040 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0040 0014 06F3",,

"SEARCH","sendir,1:1,1,38000,1,1,171,171,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,64,20,64,20,20,20,20,20,20,20,64,20,1777","0000 006D 0000 0022 00AB 00AB 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0040 0014 06F1",,

"SLEEP","sendir,1:1,1,38000,1,1,170,170,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,63,20,63,20,63,20,63,20,1802","0000 006D 0000 0022 00AA 00AA 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 003F 0014 003F 0014 003F 0014 003F 0014 070A",,

"SMART HUB","sendir,1:1,1,38000,1,1,171,171,21,65,21,65,21,65,21,21,21,21,21,21,21,21,21,21,21,65,21,65,21,65,21,21,21,21,21,21,21,21,21,21,21,65,21,21,21,21,21,65,21,65,21,65,21,65,21,21,21,21,21,65,21,65,21,21,21,21,21,21,21,21,21,65,21,1792","0000 006D 0000 0022 00AB 00AB 0015 0041 0015 0041 0015 0041 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0041 0015 0041 0015 0041 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0041 0015 0015 0015 0015 0015 0041 0015 0041 0015 0041 0015 0041 0015 0015 0015 0015 0015 0041 0015 0041 0015 0015 0015 0015 0015 0015 0015 0015 0015 0041 0015 0700",,

"SOCIAL TV","sendir,1:1,1,38000,1,1,171,171,21,65,21,65,21,65,21,21,21,21,21,21,21,21,21,21,21,65,21,65,21,65,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,65,21,21,21,21,21,65,21,65,21,21,21,65,21,65,21,21,21,65,21,65,21,21,21,21,21,65,21,1792","0000 006D 0000 0022 00AB 00AB 0015 0041 0015 0041 0015 0041 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0041 0015 0041 0015 0041 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0041 0015 0015 0015 0015 0015 0041 0015 0041 0015 0015 0015 0041 0015 0041 0015 0015 0015 0041 0015 0041 0015 0015 0015 0015 0015 0041 0015 0700",,

"SOUND","sendir,1:1,1,38000,1,1,172,172,22,64,22,64,22,64,22,21,22,21,22,21,22,21,22,21,22,64,22,64,22,64,22,21,22,21,22,21,22,21,22,21,22,64,22,64,22,21,22,64,22,21,22,64,22,21,22,21,22,21,22,21,22,64,22,21,22,64,22,21,22,64,22,64,22,1820","0000 006D 0000 0022 00ac 00ac 0016 0040 0016 0040 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0040 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0040 0016 0015 0016 0040 0016 0015 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0015 0016 0040 0016 0015 0016 0040 0016 0040 0016 071c",,

"SPORTS","sendir,1:1,1,38000,1,1,171,171,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,64,20,64,20,64,20,64,20,20,20,20,20,20,20,64,20,20,20,1776","0000 006E 0000 0022 00AB 00AB 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0040 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0040 0014 0014 0014 06F0",,

"SRS","sendir,1:1,1,38000,1,1,170,170,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,63,20,20,20,63,20,63,20,20,20,63,20,20,20,20,20,20,20,63,20,20,20,20,20,63,20,1802","0000 006D 0000 0022 00AA 00AA 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 003F 0014 0014 0014 003F 0014 003F 0014 0014 0014 003F 0014 0014 0014 0014 0014 0014 0014 003F 0014 0014 0014 0014 0014 003F 0014 070A",,

"STATUS","sendir,1:1,1,38000,1,1,171,171,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,20,20,64,20,20,20,64,20,20,20,64,20,64,20,20,20,64,20,20,20,64,20,20,20,64,20,20,20,20,20,1777","0000 006D 0000 0022 00AB 00AB 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0014 0014 0040 0014 0014 0014 0040 0014 0014 0014 0040 0014 0040 0014 0014 0014 0040 0014 0014 0014 0040 0014 0014 0014 0040 0014 0014 0014 0014 0014 06F1",,

"STOP","sendir,1:1,1,38000,1,1,170,171,21,65,21,65,21,64,21,21,21,21,22,22,21,21,21,22,22,64,21,65,21,64,21,22,21,21,21,22,21,22,22,21,21,21,21,65,21,65,21,21,21,22,21,21,21,65,21,21,21,64,21,22,21,22,21,65,21,65,21,64,22,21,21,64,21,1765","0000 006D 0000 0022 00AA 00AB 0015 0041 0015 0041 0015 0040 0015 0015 0015 0015 0016 0016 0015 0015 0015 0016 0016 0040 0015 0041 0015 0040 0015 0016 0015 0015 0015 0016 0015 0016 0016 0015 0015 0015 0015 0041 0015 0041 0015 0015 0015 0016 0015 0015 0015 0041 0015 0015 0015 0040 0015 0016 0015 0016 0015 0041 0015 0041 0015 0040 0016 0015 0015 0040 0015 06E5",,

"SUPPORT","sendir,1:1,1,38000,1,1,171,171,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,1777","0000 006D 0000 0022 00AB 00AB 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 06F1",,

"SURROUND","sendir,1:1,1,38000,1,1,172,172,21,64,21,64,21,64,21,21,21,21,21,21,21,21,21,21,21,64,21,64,21,64,21,21,21,21,21,21,21,21,21,21,21,21,21,64,21,64,21,64,21,21,21,64,21,64,21,21,21,64,21,21,21,21,21,21,21,64,21,21,21,21,21,64,21,1673","0000 006D 0000 0022 00AC 00AC 0015 0040 0015 0040 0015 0040 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0040 0015 0040 0015 0040 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0040 0015 0040 0015 0040 0015 0015 0015 0040 0015 0040 0015 0015 0015 0040 0015 0015 0015 0015 0015 0015 0015 0040 0015 0015 0015 0015 0015 0040 0015 0689",,

"TELETEXT","sendir,1:1,1,38000,1,1,172,172,23,64,23,64,23,63,23,19,23,19,23,20,23,20,23,20,23,64,23,64,23,63,23,19,23,20,23,20,23,19,23,20,23,20,23,19,23,64,23,63,23,20,23,64,23,20,23,20,23,64,23,64,22,21,22,20,23,64,23,20,23,64,23,64,23,1867","0000 006D 0000 0022 00AC 00AC 0017 0040 0017 0040 0017 003F 0017 0013 0017 0013 0017 0014 0017 0014 0017 0014 0017 0040 0017 0040 0017 003F 0017 0013 0017 0014 0017 0014 0017 0013 0017 0014 0017 0014 0017 0013 0017 0040 0017 003F 0017 0014 0017 0040 0017 0014 0017 0014 0017 0040 0017 0040 0016 0015 0016 0014 0017 0040 0017 0014 0017 0040 0017 0040 0017 074B",,

"TELETEXT CANCEL","sendir,1:1,1,38000,1,1,172,172,23,64,23,64,23,63,23,20,23,20,23,20,23,20,23,20,23,64,23,64,23,63,23,20,23,20,23,20,23,20,23,20,23,64,23,20,23,64,22,64,23,20,23,64,23,20,23,20,23,20,23,64,23,20,22,21,22,64,23,20,23,64,23,64,23,1868","0000 006D 0000 0022 00AC 00AC 0017 0040 0017 0040 0017 003F 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0040 0017 0040 0017 003F 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0040 0017 0014 0017 0040 0016 0040 0017 0014 0017 0040 0017 0014 0017 0014 0017 0014 0017 0040 0017 0014 0016 0015 0016 0040 0017 0014 0017 0040 0017 0040 0017 074C",,

"TELETEXT HOLD","sendir,1:1,1,38000,1,1,172,172,23,64,23,64,23,64,22,20,23,19,23,19,23,19,23,19,23,64,23,64,23,64,22,19,23,19,23,19,23,19,23,19,23,20,23,20,23,20,23,64,23,64,22,20,22,64,23,20,23,64,23,64,23,63,23,19,23,19,23,64,23,19,23,64,23,1865","0000 006D 0000 0022 00AC 00AC 0017 0040 0017 0040 0017 0040 0016 0014 0017 0013 0017 0013 0017 0013 0017 0013 0017 0040 0017 0040 0017 0040 0016 0013 0017 0013 0017 0013 0017 0013 0017 0013 0017 0014 0017 0014 0017 0014 0017 0040 0017 0040 0016 0014 0016 0040 0017 0014 0017 0040 0017 0040 0017 003F 0017 0013 0017 0013 0017 0040 0017 0013 0017 0040 0017 0749",,

"TELETEXT INDEX","sendir,1:1,1,38000,1,1,171,172,23,63,23,63,23,64,23,19,23,19,22,20,22,19,23,19,23,63,23,63,23,64,23,19,22,20,22,20,23,19,23,20,23,19,23,63,23,19,23,63,23,64,22,19,23,19,23,19,23,63,23,19,23,63,23,19,23,19,23,62,23,63,23,63,23,1865","0000 006D 0000 0022 00AB 00AC 0017 003F 0017 003F 0017 0040 0017 0013 0017 0013 0016 0014 0016 0013 0017 0013 0017 003F 0017 003F 0017 0040 0017 0013 0016 0014 0016 0014 0017 0013 0017 0014 0017 0013 0017 003F 0017 0013 0017 003F 0017 0040 0016 0013 0017 0013 0017 0013 0017 003F 0017 0013 0017 003F 0017 0013 0017 0013 0017 003E 0017 003F 0017 003F 0017 0749",,

"TELETEXT MODE","sendir,1:1,1,38000,1,1,171,172,23,64,23,64,23,64,23,19,23,20,23,19,22,21,22,19,23,64,23,63,23,64,23,19,23,20,22,20,22,20,23,20,23,64,23,19,23,20,23,20,23,19,23,19,23,19,23,19,23,19,23,63,23,63,23,64,23,64,23,63,23,64,23,63,23,1867","0000 006D 0000 0022 00AB 00AC 0017 0040 0017 0040 0017 0040 0017 0013 0017 0014 0017 0013 0016 0015 0016 0013 0017 0040 0017 003F 0017 0040 0017 0013 0017 0014 0016 0014 0016 0014 0017 0014 0017 0040 0017 0013 0017 0014 0017 0014 0017 0013 0017 0013 0017 0013 0017 0013 0017 0013 0017 003F 0017 003F 0017 0040 0017 0040 0017 003F 0017 0040 0017 003F 0017 074B",,

"TELETEXT NEXT PAGE","sendir,1:1,1,38000,1,1,171,173,22,64,23,64,23,64,23,20,23,20,23,20,23,20,22,21,22,64,23,64,23,64,23,20,23,20,23,20,22,20,22,21,22,20,23,64,23,20,23,20,23,64,23,20,23,20,23,20,23,63,23,20,23,64,23,64,23,20,23,64,22,64,23,64,23,1871","0000 006D 0000 0022 00AB 00AD 0016 0040 0017 0040 0017 0040 0017 0014 0017 0014 0017 0014 0017 0014 0016 0015 0016 0040 0017 0040 0017 0040 0017 0014 0017 0014 0017 0014 0016 0014 0016 0015 0016 0014 0017 0040 0017 0014 0017 0014 0017 0040 0017 0014 0017 0014 0017 0014 0017 003F 0017 0014 0017 0040 0017 0040 0017 0014 0017 0040 0016 0040 0017 0040 0017 074F",,

"TELETEXT PREVIOUS PAGE","sendir,1:1,1,38000,1,1,172,173,23,63,23,64,23,64,23,20,23,20,23,20,23,20,23,20,22,64,23,64,23,64,23,20,23,20,23,20,23,20,23,20,22,21,22,20,23,20,23,20,23,64,23,20,23,20,23,20,23,64,23,63,23,64,23,64,23,20,23,64,23,63,23,64,23,1873","0000 006D 0000 0022 00AC 00AD 0017 003F 0017 0040 0017 0040 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0016 0040 0017 0040 0017 0040 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0016 0015 0016 0014 0017 0014 0017 0014 0017 0040 0017 0014 0017 0014 0017 0014 0017 0040 0017 003F 0017 0040 0017 0040 0017 0014 0017 0040 0017 003F 0017 0040 0017 0751",,

"TELETEXT REVEAL","sendir,1:1,1,38000,1,1,171,173,23,63,23,64,23,64,23,20,23,20,23,20,23,20,23,20,23,63,23,64,23,64,23,20,23,20,23,20,23,20,23,20,23,63,23,64,23,64,23,64,23,63,23,20,23,20,23,20,23,20,23,20,23,20,23,20,23,20,23,64,23,63,23,64,23,1872","0000 006D 0000 0022 00AB 00AD 0017 003F 0017 0040 0017 0040 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 003F 0017 0040 0017 0040 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 003F 0017 0040 0017 0040 0017 0040 0017 003F 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0040 0017 003F 0017 0040 0017 0750",,

"TELETEXT SIZE","sendir,1:1,1,38000,1,1,171,173,23,64,22,64,23,64,23,19,23,20,23,19,23,19,23,19,23,63,23,64,23,64,23,20,23,19,23,20,23,20,23,19,23,63,23,64,23,19,23,64,23,19,23,19,23,64,22,20,23,19,23,19,23,64,23,20,23,64,23,64,22,20,22,64,23,1868","0000 006D 0000 0022 00AB 00AD 0017 0040 0016 0040 0017 0040 0017 0013 0017 0014 0017 0013 0017 0013 0017 0013 0017 003F 0017 0040 0017 0040 0017 0014 0017 0013 0017 0014 0017 0014 0017 0013 0017 003F 0017 0040 0017 0013 0017 0040 0017 0013 0017 0013 0017 0040 0016 0014 0017 0013 0017 0013 0017 0040 0017 0014 0017 0040 0017 0040 0016 0014 0016 0040 0017 074C",,

"TELETEXT STORE","sendir,1:1,1,38000,1,1,171,173,23,64,22,64,23,64,23,19,23,20,23,20,23,20,23,20,23,64,22,64,23,64,23,20,23,20,23,20,23,20,23,20,23,64,22,64,23,20,23,64,23,20,23,64,23,63,23,20,23,20,23,20,23,64,23,20,23,64,23,20,23,20,22,64,23,1870","0000 006D 0000 0022 00AB 00AD 0017 0040 0016 0040 0017 0040 0017 0013 0017 0014 0017 0014 0017 0014 0017 0014 0017 0040 0016 0040 0017 0040 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0040 0016 0040 0017 0014 0017 0040 0017 0014 0017 0040 0017 003F 0017 0014 0017 0014 0017 0014 0017 0040 0017 0014 0017 0040 0017 0014 0017 0014 0016 0040 0017 074E",,

"TELETEXT SUB PAGE","sendir,1:1,1,38000,1,1,171,173,23,64,23,63,23,64,23,19,23,20,23,20,23,20,23,20,23,64,22,64,23,64,23,20,23,20,23,20,23,20,23,20,23,64,22,64,23,20,23,64,23,20,23,64,23,63,23,20,23,20,23,20,23,64,23,20,23,64,23,20,23,20,23,63,23,1869","0000 006D 0000 0022 00AB 00AD 0017 0040 0017 003F 0017 0040 0017 0013 0017 0014 0017 0014 0017 0014 0017 0014 0017 0040 0016 0040 0017 0040 0017 0014 0017 0014 0017 0014 0017 0014 0017 0014 0017 0040 0016 0040 0017 0014 0017 0040 0017 0014 0017 0040 0017 003F 0017 0014 0017 0014 0017 0014 0017 0040 0017 0014 0017 0040 0017 0014 0017 0014 0017 003F 0017 074D",,

"TOOLS","sendir,1:1,1,38000,1,1,170,170,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,63,20,20,20,20,20,20,20,20,20,20,20,63,20,63,20,20,20,63,20,20,20,20,20,63,20,20,20,20,20,20,20,63,20,20,20,63,20,63,20,20,20,63,20,1798","0000 006D 0000 0022 00AA 00AA 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 003F 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 003F 0014 003F 0014 0014 0014 003F 0014 0014 0014 0014 0014 003F 0014 0014 0014 0014 0014 0014 0014 003F 0014 0014 0014 003F 0014 003F 0014 0014 0014 003F 0014 0706",,

"TURBO SOUND","sendir,1:1,1,38000,1,1,170,170,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,64,20,64,20,64,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,64,20,20,20,20,20,64,20,64,20,20,20,64,20,64,20,20,20,64,20,64,20,20,20,20,20,64,20,1785","0000 006D 0000 0022 00AA 00AA 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0040 0014 0040 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0014 0040 0014 0014 0014 0014 0014 0040 0014 0040 0014 0014 0014 0040 0014 0040 0014 0014 0014 0040 0014 0040 0014 0014 0014 0014 0014 0040 0014 06F9",,

"TV","sendir,1:1,1,38000,1,1,172,172,21,64,21,64,21,64,21,21,21,21,21,21,21,21,21,21,21,64,21,64,21,64,21,21,21,21,21,21,21,21,21,21,21,64,21,64,21,21,21,64,21,64,21,21,21,21,21,21,21,21,21,21,21,64,21,21,21,21,21,64,21,64,21,64,21,1673","0000 006D 0000 0022 00AC 00AC 0015 0040 0015 0040 0015 0040 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0040 0015 0040 0015 0040 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0040 0015 0040 0015 0015 0015 0040 0015 0040 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0040 0015 0015 0015 0015 0015 0040 0015 0040 0015 0040 0015 0689",,

"V CHIP","sendir,1:1,1,38000,1,1,172,172,21,64,21,64,21,64,21,21,21,21,21,21,21,21,21,21,21,64,21,64,21,64,21,21,21,21,21,21,21,21,21,21,21,64,21,64,21,21,21,64,21,64,21,21,21,64,21,21,21,21,21,21,21,64,21,21,21,21,21,64,21,21,21,64,21,1673","0000 006D 0000 0022 00AC 00AC 0015 0040 0015 0040 0015 0040 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0040 0015 0040 0015 0040 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0015 0040 0015 0040 0015 0015 0015 0040 0015 0040 0015 0015 0015 0040 0015 0015 0015 0015 0015 0015 0015 0040 0015 0015 0015 0015 0015 0040 0015 0015 0015 0040 0015 0689",,

"VOLUME DOWN","sendir,1:1,1,38000,1,1,172,172,22,64,22,64,22,64,22,21,22,21,22,21,22,21,22,21,22,64,22,64,22,64,22,21,22,21,22,21,22,21,22,21,22,64,22,64,22,21,22,64,22,21,22,21,22,21,22,21,22,21,22,21,22,64,22,21,22,64,22,64,22,64,22,64,22,1820","0000 006D 0000 0022 00ac 00ac 0016 0040 0016 0040 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0040 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0040 0016 0015 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0015 0016 0040 0016 0040 0016 0040 0016 0040 0016 071c",,

"VOLUME UP","sendir,1:1,1,38000,1,1,172,172,22,64,22,64,22,64,22,21,22,21,22,21,22,21,22,21,22,64,22,64,22,64,22,21,22,21,22,21,22,21,22,21,22,64,22,64,22,64,22,21,22,21,22,21,22,21,22,21,22,21,22,21,22,21,22,64,22,64,22,64,22,64,22,64,22,1820","0000 006D 0000 0022 00ac 00ac 0016 0040 0016 0040 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0040 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0040 0016 0040 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0040 0016 0040 0016 0040 0016 0040 0016 0040 0016 071c",,

"YAHOO HOT APPS","sendir,1:1,1,38000,1,1,172,171,21,65,21,65,21,65,21,22,21,22,21,22,21,22,21,22,21,65,21,65,21,65,21,22,21,22,21,22,21,22,21,22,21,65,21,65,21,22,21,22,21,65,21,22,21,65,21,22,21,22,21,22,21,65,21,65,21,22,21,65,21,22,21,65,21,1673","0000 006D 0000 0022 00AC 00AB 0015 0041 0015 0041 0015 0041 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0041 0015 0041 0015 0041 0015 0016 0015 0016 0015 0016 0015 0016 0015 0016 0015 0041 0015 0041 0015 0016 0015 0016 0015 0041 0015 0016 0015 0041 0015 0016 0015 0016 0015 0016 0015 0041 0015 0041 0015 0016 0015 0041 0015 0016 0015 0041 0015 0689",,
